,sex,race,age,degree,wrkstat,income,happy
2185,Male,White,32,High school,Working fulltime,$25000 or more,Pretty happy
2186,Female,White,49,High school,Working fulltime,$25000 or more,Pretty happy
2187,Female,White,62,Graduate,Working parttime,Refused,Pretty happy
2188,Female,White,31,Graduate,Working fulltime,$25000 or more,Pretty happy
2189,Male,White,69,Bachelor,Working fulltime,Refused,Pretty happy
2190,Male,White,67,Graduate,Working fulltime,Refused,Pretty happy
2191,Female,White,24,Bachelor,Working fulltime,$25000 or more,Very happy
2192,Male,White,29,Graduate,Working fulltime,$25000 or more,Very happy
2193,Female,Black,30,High school,Working fulltime,$8000 to 9999,Very happy
2194,Female,White,77,Lt high school,Retired,$20000 - 24999,Very happy
2195,Male,White,25,Bachelor,Working fulltime,$25000 or more,Pretty happy
2196,Male,White,50,Graduate,Working fulltime,$15000 - 19999,Not too happy
2197,Female,White,78,High school,Retired,$25000 or more,Pretty happy
2198,Male,White,33,High school,Working fulltime,$25000 or more,Not too happy
2199,Male,White,67,High school,Working fulltime,$25000 or more,Pretty happy
2200,Female,White,67,High school,Retired,Refused,Very happy
2201,Female,White,30,Bachelor,Working parttime,$25000 or more,Very happy
2202,Female,White,65,High school,Retired,$25000 or more,Pretty happy
2203,Female,White,67,High school,Keeping house,$25000 or more,Pretty happy
2204,Male,White,45,Bachelor,Working fulltime,$25000 or more,Pretty happy
2205,Male,White,34,High school,"Unempl, laid off",$25000 or more,Pretty happy
2206,Female,White,29,High school,Working fulltime,$25000 or more,Very happy
2207,Female,White,84,High school,Retired,$25000 or more,Pretty happy
2208,Female,White,39,High school,Keeping house,$20000 - 24999,Pretty happy
2209,Female,White,76,High school,Retired,$25000 or more,Very happy
2210,Female,White,69,Graduate,Retired,$10000 - 14999,Not too happy
2211,Male,Other,43,High school,Working fulltime,$10000 - 14999,Pretty happy
2212,Female,Black,89 or older,Junior college,Retired,Refused,Pretty happy
2213,Male,White,67,High school,Working fulltime,$25000 or more,Pretty happy
2214,Male,Black,59,High school,Keeping house,$10000 - 14999,Pretty happy
2215,Male,Black,64,Junior college,Keeping house,$10000 - 14999,Pretty happy
2216,Female,Other,23,Lt high school,Keeping house,$10000 - 14999,Very happy
2217,Male,White,32,High school,Working fulltime,$6000 to 6999,Pretty happy
2218,Female,Black,46,High school,Keeping house,$6000 to 6999,Pretty happy
2219,Male,White,48,High school,Other,$10000 - 14999,Pretty happy
2220,Female,Black,64,High school,Working parttime,$10000 - 14999,Pretty happy
2221,Male,Other,46,High school,Working fulltime,$25000 or more,Pretty happy
2222,Male,White,86,High school,Retired,Refused,Pretty happy
2223,Male,Other,18,High school,Working parttime,$25000 or more,Pretty happy
2224,Female,White,20,High school,School,$25000 or more,Pretty happy
2225,Male,White,65,Bachelor,Retired,$25000 or more,Pretty happy
2226,Male,White,63,High school,Retired,$25000 or more,Pretty happy
2227,Male,White,80,High school,Retired,$25000 or more,Pretty happy
2228,Male,Other,21,High school,Working fulltime,$25000 or more,Pretty happy
2229,Male,White,40,High school,Temp not working,$25000 or more,Pretty happy
2230,Male,White,33,High school,Working fulltime,$25000 or more,Pretty happy
2231,Female,Black,22,High school,Working fulltime,$10000 - 14999,Pretty happy
2232,Female,White,68,High school,Other,$8000 to 9999,Not too happy
2233,Male,White,32,Bachelor,Working fulltime,$25000 or more,Pretty happy
2234,Male,Black,57,Lt high school,"Unempl, laid off",Refused,Pretty happy
2235,Female,Black,55,Lt high school,Keeping house,$25000 or more,Not too happy
2236,Female,Other,21,High school,Working parttime,$25000 or more,Pretty happy
2237,Male,White,18,Lt high school,Working parttime,$25000 or more,Not too happy
2238,Male,Black,39,High school,Working fulltime,$10000 - 14999,Not too happy
2239,Male,White,27,Junior college,Working fulltime,$25000 or more,Very happy
2240,Male,Black,29,High school,Working fulltime,$25000 or more,Pretty happy
2241,Female,White,70,High school,Retired,Refused,Pretty happy
2242,Female,White,41,Bachelor,Working fulltime,$25000 or more,Very happy
2243,Male,White,40,High school,"Unempl, laid off",$25000 or more,Very happy
2244,Female,White,20,High school,Working parttime,$15000 - 19999,Pretty happy
2245,Male,Black,27,Junior college,Working parttime,$25000 or more,Pretty happy
2246,Female,Black,53,High school,Working fulltime,$1000 to 2999,Very happy
2247,Female,Black,49,High school,Working parttime,$8000 to 9999,Pretty happy
2248,Male,Black,62,High school,Retired,Lt $1000,Pretty happy
2249,Male,Black,49,High school,Other,$15000 - 19999,Pretty happy
2250,Male,Black,48,High school,Working fulltime,$4000 to 4999,Pretty happy
2251,Female,White,23,High school,Keeping house,$1000 to 2999,Not too happy
2252,Male,Black,61,High school,"Unempl, laid off",$4000 to 4999,Pretty happy
2253,Female,Other,77,High school,Retired,$15000 - 19999,Not too happy
2254,Female,Black,44,Lt high school,Working fulltime,$10000 - 14999,Very happy
2255,Female,Black,70,Lt high school,Retired,$15000 - 19999,Very happy
2256,Female,Black,60,High school,Keeping house,Lt $1000,Pretty happy
2257,Female,Black,51,High school,Working parttime,$5000 to 5999,Pretty happy
2258,Male,Black,49,High school,Working fulltime,$25000 or more,Very happy
2259,Female,Black,52,Bachelor,Keeping house,$25000 or more,Pretty happy
2260,Female,White,58,Junior college,Keeping house,Refused,Pretty happy
2261,Male,White,56,High school,Other,$20000 - 24999,Not too happy
2262,Male,White,43,Bachelor,Working fulltime,$25000 or more,Pretty happy
2263,Female,White,41,High school,Working fulltime,$15000 - 19999,Not too happy
2264,Male,White,42,Lt high school,Working fulltime,$25000 or more,Very happy
2265,Male,White,65,High school,Retired,$10000 - 14999,Not too happy
2266,Male,White,19,High school,School,$25000 or more,Pretty happy
2267,Female,White,44,Junior college,Working fulltime,$25000 or more,Very happy
2268,Female,White,79,High school,Retired,$25000 or more,Not too happy
2269,Female,White,46,Lt high school,Keeping house,$25000 or more,Not too happy
2270,Male,White,72,High school,Retired,$15000 - 19999,Pretty happy
2271,Female,White,56,High school,Working fulltime,$25000 or more,Pretty happy
2272,Female,White,58,High school,Keeping house,$1000 to 2999,Pretty happy
2273,Male,White,53,High school,Working fulltime,$25000 or more,Pretty happy
2274,Male,Other,33,Lt high school,Working fulltime,$25000 or more,Pretty happy
2275,Female,Other,26,High school,Working fulltime,$15000 - 19999,Pretty happy
2276,Female,White,56,High school,Working fulltime,$25000 or more,Pretty happy
2277,Male,White,40,High school,Working fulltime,$25000 or more,Pretty happy
2278,Male,White,59,Bachelor,Retired,$25000 or more,Pretty happy
2279,Female,White,59,Junior college,Working fulltime,Don't know,Not too happy
2280,Female,Black,52,Bachelor,Working fulltime,$25000 or more,Pretty happy
2281,Male,Black,60,Lt high school,Working parttime,$15000 - 19999,Not too happy
2282,Male,White,27,High school,"Unempl, laid off",$15000 - 19999,Pretty happy
2283,Male,White,70,Bachelor,Working fulltime,$25000 or more,Pretty happy
2284,Female,Black,38,Lt high school,Keeping house,$5000 to 5999,Not too happy
2285,Male,Other,57,Lt high school,Other,$10000 - 14999,Pretty happy
2286,Female,White,54,Lt high school,Working parttime,$25000 or more,Pretty happy
2287,Female,Black,21,Lt high school,Working parttime,$25000 or more,Pretty happy
2288,Male,Other,83,Lt high school,Retired,$8000 to 9999,Pretty happy
2289,Female,White,46,Junior college,Working fulltime,$20000 - 24999,Pretty happy
2290,Male,White,18,High school,Keeping house,Refused,Not too happy
2291,Male,Other,24,High school,Working fulltime,$25000 or more,Very happy
2292,Male,White,37,Lt high school,Working fulltime,$25000 or more,Not too happy
2293,Female,White,47,High school,Retired,$25000 or more,Pretty happy
2294,Female,Black,24,High school,Working fulltime,$10000 - 14999,Very happy
2295,Male,White,66,High school,Working fulltime,$25000 or more,Pretty happy
2296,Female,White,63,Lt high school,Retired,$25000 or more,Very happy
2297,Male,White,58,High school,"Unempl, laid off",$25000 or more,Not too happy
2298,Female,White,42,Lt high school,Keeping house,$25000 or more,Very happy
2299,Male,White,48,Bachelor,Retired,$25000 or more,Very happy
2300,Female,White,54,High school,Working fulltime,$25000 or more,Pretty happy
2301,Female,White,65,Lt high school,Keeping house,Don't know,Not too happy
2302,Male,White,37,High school,Working fulltime,$25000 or more,Pretty happy
2303,Female,White,59,Lt high school,Keeping house,$25000 or more,Very happy
2304,Male,White,54,High school,Working fulltime,$25000 or more,Very happy
2305,Female,White,35,Lt high school,Working fulltime,$25000 or more,Pretty happy
2306,Female,White,29,High school,Working fulltime,$25000 or more,Very happy
2307,Female,Black,35,Lt high school,Working fulltime,$20000 - 24999,Pretty happy
2308,Male,Black,68,Bachelor,Working parttime,$25000 or more,Not too happy
2309,Male,White,55,Lt high school,Working fulltime,$25000 or more,Very happy
2310,Male,White,57,Junior college,"Unempl, laid off",$25000 or more,Not too happy
2311,Male,Other,78,Bachelor,Retired,$1000 to 2999,Not too happy
2312,Male,White,71,Bachelor,Retired,$25000 or more,Pretty happy
2313,Male,White,64,Graduate,Retired,$25000 or more,Very happy
2314,Male,White,44,Lt high school,"Unempl, laid off",Refused,Pretty happy
2315,Female,White,57,High school,Keeping house,$10000 - 14999,Not too happy
2316,Female,White,25,High school,Working fulltime,$25000 or more,Very happy
2317,Male,White,30,High school,Working fulltime,$25000 or more,Very happy
2318,Female,Other,58,Junior college,Working fulltime,$25000 or more,Pretty happy
2319,Male,White,76,High school,Retired,$25000 or more,Very happy
2320,Female,White,28,High school,Working fulltime,$25000 or more,Pretty happy
2321,Male,White,51,High school,Working fulltime,$25000 or more,Pretty happy
2322,Male,White,35,Bachelor,Working fulltime,$25000 or more,Very happy
2323,Female,Black,22,High school,Working fulltime,$25000 or more,Pretty happy
2324,Female,Black,25,Bachelor,School,Lt $1000,Pretty happy
2325,Female,White,59,Graduate,Working fulltime,$25000 or more,Pretty happy
2326,Female,White,55,High school,Keeping house,$6000 to 6999,Pretty happy
2327,Male,White,84,Bachelor,Retired,$15000 - 19999,Very happy
2328,Female,Black,55,Lt high school,Other,$10000 - 14999,Not too happy
2329,Male,White,79,Lt high school,Retired,$6000 to 6999,Not too happy
2330,Female,White,84,High school,Retired,$7000 to 7999,Very happy
2331,Female,Other,65,Junior college,Keeping house,$25000 or more,Very happy
2332,Male,Black,61,High school,Working fulltime,$25000 or more,Pretty happy
2333,Female,Other,26,High school,Working fulltime,$4000 to 4999,Not too happy
2334,Female,White,57,High school,Temp not working,$25000 or more,Not too happy
2335,Female,White,31,Bachelor,Working parttime,$25000 or more,Pretty happy
2336,Male,White,38,Bachelor,Working fulltime,$25000 or more,Very happy
2337,Male,White,51,High school,Retired,$25000 or more,Not too happy
2338,Male,Other,22,Lt high school,Working parttime,Refused,Not too happy
2339,Male,White,55,Graduate,Working fulltime,$25000 or more,Pretty happy
2340,Female,White,46,Junior college,Working fulltime,$25000 or more,Pretty happy
2341,Female,White,80,Bachelor,Retired,$10000 - 14999,Pretty happy
2342,Male,Black,53,High school,Retired,$20000 - 24999,Not too happy
2343,Male,White,31,High school,Working fulltime,$10000 - 14999,Pretty happy
2344,Male,White,53,High school,Working fulltime,$25000 or more,Very happy
2345,Female,White,24,Lt high school,Working fulltime,$25000 or more,Pretty happy
2346,Female,White,63,Bachelor,Other,$20000 - 24999,Not too happy
2347,Male,White,38,Graduate,Working fulltime,$25000 or more,Very happy
2348,Male,White,44,Graduate,Working fulltime,$25000 or more,Pretty happy
2349,Female,White,54,High school,Working parttime,$25000 or more,Pretty happy
2350,Male,White,75,Graduate,Retired,Refused,Pretty happy
2351,Female,White,52,Bachelor,Working fulltime,$25000 or more,Pretty happy
2352,Female,Other,54,Bachelor,Working parttime,$25000 or more,Very happy
2353,Female,White,43,Graduate,Working fulltime,$25000 or more,Pretty happy
2354,Male,White,31,Bachelor,Temp not working,$25000 or more,Pretty happy
2355,Female,White,48,High school,Working parttime,$25000 or more,Very happy
2356,Male,White,86,High school,Retired,Refused,Pretty happy
2357,Female,White,50,Junior college,Working fulltime,$25000 or more,Pretty happy
2358,Female,White,58,Bachelor,Retired,$25000 or more,Very happy
2359,Female,White,50,Graduate,Working fulltime,$25000 or more,Pretty happy
2360,Female,White,62,Graduate,Working fulltime,$25000 or more,Very happy
2361,Male,White,60,High school,Working fulltime,Refused,Very happy
2362,Female,White,20,High school,Working parttime,$25000 or more,Pretty happy
2363,Female,White,30,Bachelor,Working fulltime,$25000 or more,Pretty happy
2364,Male,White,35,Lt high school,Other,$10000 - 14999,Not too happy
2365,Male,White,68,Bachelor,Retired,$7000 to 7999,Pretty happy
2366,Male,Other,60,Lt high school,Retired,$25000 or more,Pretty happy
2367,Female,White,36,Graduate,Working fulltime,$25000 or more,Very happy
2368,Female,White,58,High school,Keeping house,$25000 or more,Not too happy
2369,Female,White,71,High school,Retired,$10000 - 14999,Pretty happy
2370,Male,White,22,High school,Working parttime,$25000 or more,Pretty happy
2371,Female,Black,59,High school,Keeping house,$8000 to 9999,Very happy
2372,Female,White,37,High school,Working fulltime,$25000 or more,Pretty happy
2373,Female,Black,25,Lt high school,Keeping house,Don't know,Very happy
2374,Female,White,30,High school,"Unempl, laid off",$25000 or more,Very happy
2375,Male,Black,61,High school,Working fulltime,$25000 or more,Very happy
2376,Female,White,44,High school,Temp not working,$25000 or more,Not too happy
2377,Female,Black,36,High school,Working parttime,$10000 - 14999,Pretty happy
2378,Female,White,21,High school,Working fulltime,Don't know,Pretty happy
2379,Female,White,68,Graduate,Working fulltime,$20000 - 24999,Pretty happy
2380,Female,White,39,Lt high school,Working parttime,$25000 or more,No answer
2381,Male,Other,46,High school,Working parttime,$15000 - 19999,Pretty happy
2382,Female,White,20,High school,School,$25000 or more,Pretty happy
2383,Female,White,64,High school,Keeping house,$25000 or more,Pretty happy
2384,Male,White,49,Lt high school,Working fulltime,$25000 or more,Very happy
2385,Female,White,42,Lt high school,Working fulltime,$25000 or more,Pretty happy
2386,Male,Other,53,Lt high school,"Unempl, laid off",Refused,Very happy
2387,Male,Other,28,High school,School,$25000 or more,Pretty happy
2388,Male,White,68,High school,Working parttime,$25000 or more,Pretty happy
2389,Male,White,19,High school,Working parttime,Don't know,Pretty happy
2390,Female,White,52,Bachelor,Working fulltime,$25000 or more,Very happy
2391,Female,Other,66,Junior college,Retired,Don't know,Very happy
2392,Female,White,42,Junior college,Working fulltime,$25000 or more,Pretty happy
2393,Male,Other,33,Lt high school,Working fulltime,$25000 or more,Very happy
2394,Male,Other,29,High school,Retired,$20000 - 24999,Not too happy
2395,Female,White,39,High school,Keeping house,$10000 - 14999,Pretty happy
2396,Male,Other,37,High school,Working fulltime,$15000 - 19999,Very happy
2397,Male,White,54,Lt high school,Working fulltime,$25000 or more,Not too happy
2398,Female,White,22,High school,Working parttime,$15000 - 19999,Very happy
2399,Male,White,21,High school,"Unempl, laid off",$3000 to 3999,Pretty happy
2400,Male,Black,19,High school,"Unempl, laid off",$10000 - 14999,Not too happy
2401,Male,White,49,Lt high school,Keeping house,Lt $1000,Very happy
2402,Female,Black,64,Graduate,Keeping house,$20000 - 24999,Very happy
2403,Male,Other,34,Bachelor,Working fulltime,$25000 or more,Very happy
2404,Female,Other,33,Lt high school,Working fulltime,Refused,Very happy
2405,Female,White,36,High school,Working fulltime,$25000 or more,Pretty happy
2406,Female,White,30,Lt high school,Working parttime,$10000 - 14999,Pretty happy
2407,Male,White,67,High school,Retired,$10000 - 14999,Very happy
2408,Female,Black,66,High school,Keeping house,$20000 - 24999,Pretty happy
2409,Male,Other,33,Lt high school,Working parttime,$20000 - 24999,Very happy
2410,Female,White,50,Junior college,Keeping house,$10000 - 14999,Not too happy
2411,Female,Other,86,Bachelor,Retired,$25000 or more,Very happy
2412,Female,White,31,High school,Keeping house,Don't know,Very happy
2413,Male,White,56,Junior college,Working fulltime,$25000 or more,Not too happy
2414,Female,White,29,Junior college,Working fulltime,$25000 or more,Very happy
2415,Male,White,69,High school,Retired,$25000 or more,Pretty happy
2416,Female,Other,31,High school,Working fulltime,$25000 or more,Pretty happy
2417,Male,White,67,Lt high school,Retired,$10000 - 14999,Very happy
2418,Female,White,59,Graduate,Working fulltime,$25000 or more,Pretty happy
2419,Male,White,61,High school,Retired,$25000 or more,Very happy
2420,Female,White,56,Junior college,Working fulltime,$25000 or more,Pretty happy
2421,Female,White,37,Bachelor,Working fulltime,$25000 or more,Pretty happy
2422,Male,White,67,High school,Working parttime,$15000 - 19999,Not too happy
2423,Male,White,19,Lt high school,"Unempl, laid off",$8000 to 9999,Not too happy
2424,Female,White,61,Bachelor,Working fulltime,Refused,Pretty happy
2425,Male,White,42,High school,Working fulltime,$25000 or more,Very happy
2426,Female,White,56,Graduate,Working fulltime,$25000 or more,Pretty happy
2427,Female,White,59,High school,"Unempl, laid off",$3000 to 3999,Pretty happy
2428,Female,White,68,Graduate,Retired,$25000 or more,Very happy
2429,Female,White,62,Bachelor,Working fulltime,$25000 or more,Pretty happy
2430,Female,White,27,Graduate,Working fulltime,$25000 or more,Very happy
2431,Female,Other,69,Lt high school,Retired,Refused,Very happy
2432,Female,White,38,High school,Keeping house,$25000 or more,Very happy
2433,Male,White,63,Bachelor,Retired,$25000 or more,Pretty happy
2434,Female,White,81,Lt high school,Retired,$15000 - 19999,Pretty happy
2435,Female,White,20,High school,School,Don't know,Pretty happy
2436,Female,White,26,Bachelor,Temp not working,$25000 or more,Pretty happy
2437,Female,White,24,Bachelor,Working parttime,$7000 to 7999,Very happy
2438,Female,White,35,Graduate,Keeping house,$25000 or more,Very happy
2439,Male,White,52,High school,Working fulltime,$25000 or more,Pretty happy
2440,Female,White,43,Bachelor,Working fulltime,$25000 or more,Not too happy
2441,Female,White,68,Bachelor,Working parttime,$25000 or more,Very happy
2442,Male,White,77,Bachelor,Retired,$25000 or more,Pretty happy
2443,Male,Other,22,High school,School,Don't know,Very happy
2444,Female,Other,21,High school,School,$5000 to 5999,Pretty happy
2445,Female,White,58,Graduate,Working fulltime,$25000 or more,Very happy
2446,Female,White,24,Junior college,School,$10000 - 14999,Pretty happy
2447,Male,White,23,High school,Working parttime,Don't know,Pretty happy
2448,Female,White,53,Junior college,Keeping house,$25000 or more,Pretty happy
2449,Male,White,70,High school,Retired,$25000 or more,Very happy
2450,Male,White,45,Lt high school,Working fulltime,$10000 - 14999,Pretty happy
2451,Male,White,72,High school,Working parttime,$25000 or more,Pretty happy
2452,Male,White,23,High school,School,$10000 - 14999,Pretty happy
2453,Male,White,19,High school,"Unempl, laid off",$25000 or more,Pretty happy
2454,Male,White,70,High school,Retired,$25000 or more,Pretty happy
2455,Male,White,53,Junior college,Working fulltime,$25000 or more,Pretty happy
2456,Male,White,85,Lt high school,Retired,$15000 - 19999,Not too happy
2457,Female,White,57,High school,Working fulltime,$25000 or more,Very happy
2458,Female,White,62,High school,Retired,Refused,Pretty happy
2459,Female,White,64,Junior college,Retired,$10000 - 14999,Pretty happy
2460,Female,White,62,High school,Working parttime,$25000 or more,Very happy
2461,Female,White,51,High school,Working parttime,$25000 or more,Very happy
2462,Female,White,36,Graduate,Working fulltime,$25000 or more,Very happy
2463,Female,White,20,High school,School,$25000 or more,Pretty happy
2464,Male,White,26,High school,Working parttime,$10000 - 14999,Not too happy
2465,Male,White,64,High school,Retired,$10000 - 14999,Pretty happy
2466,Female,White,46,Graduate,Working fulltime,$25000 or more,Very happy
2467,Female,White,25,High school,School,$20000 - 24999,Very happy
2468,Male,White,69,Bachelor,Retired,$25000 or more,Pretty happy
2469,Female,White,62,High school,Keeping house,Don't know,Very happy
2470,Female,Other,65,Lt high school,Keeping house,$25000 or more,Very happy
2471,Male,White,26,Bachelor,Working fulltime,$25000 or more,Pretty happy
2472,Male,White,25,High school,Working fulltime,$25000 or more,Pretty happy
2473,Male,White,26,High school,Working parttime,$8000 to 9999,Pretty happy
2474,Male,Black,55,High school,Keeping house,$20000 - 24999,Pretty happy
2475,Male,White,34,High school,Working fulltime,$20000 - 24999,Pretty happy
2476,Female,White,39,Bachelor,Working fulltime,$25000 or more,Pretty happy
2477,Male,White,61,Graduate,Working fulltime,Refused,Pretty happy
2478,Male,White,48,High school,Temp not working,$25000 or more,Pretty happy
2479,Female,White,46,Lt high school,Working fulltime,$20000 - 24999,Pretty happy
2480,Male,White,73,High school,Retired,$25000 or more,Very happy
2481,Female,White,83,High school,Retired,$25000 or more,Pretty happy
2482,Male,Other,78,High school,Retired,$25000 or more,Pretty happy
2483,Male,White,56,High school,Retired,$25000 or more,Pretty happy
2484,Male,White,61,High school,Retired,$10000 - 14999,Not too happy
2485,Female,White,50,High school,Working fulltime,Refused,Very happy
2486,Female,White,57,High school,Working fulltime,$20000 - 24999,Not too happy
2487,Male,White,78,Lt high school,Retired,$25000 or more,Pretty happy
2488,Female,White,31,High school,Working fulltime,$20000 - 24999,Pretty happy
2489,Male,White,73,Bachelor,Temp not working,$25000 or more,Very happy
2490,Male,White,67,Junior college,Working fulltime,$25000 or more,Pretty happy
2491,Male,White,81,Lt high school,Retired,$10000 - 14999,Very happy
2492,Female,White,71,Graduate,Retired,$25000 or more,Pretty happy
2493,Female,White,55,High school,Keeping house,$3000 to 3999,Not too happy
2494,Male,White,58,High school,Retired,$25000 or more,Pretty happy
2495,Female,White,37,High school,Working fulltime,$25000 or more,Pretty happy
2496,Female,White,43,Lt high school,Keeping house,$25000 or more,Very happy
2497,Female,Other,46,High school,Working parttime,Refused,Very happy
2498,Male,White,42,High school,Working fulltime,$25000 or more,Pretty happy
2499,Female,White,45,High school,Working parttime,$25000 or more,Pretty happy
2500,Female,White,49,High school,Keeping house,Refused,Not too happy
2501,Female,Black,50,Bachelor,Working fulltime,$25000 or more,Pretty happy
2502,Male,Other,76,Lt high school,Retired,$25000 or more,Pretty happy
2503,Female,White,63,Lt high school,Working parttime,$20000 - 24999,Pretty happy
2504,Female,White,28,High school,Working fulltime,$10000 - 14999,Pretty happy
2505,Female,White,51,High school,Keeping house,$5000 to 5999,Pretty happy
2506,Male,White,35,Lt high school,Keeping house,$15000 - 19999,Very happy
2507,Male,White,54,High school,Working fulltime,$25000 or more,Very happy
2508,Female,White,27,High school,Working fulltime,Lt $1000,Not too happy
2509,Female,White,55,Lt high school,Other,$20000 - 24999,Not too happy
2510,Female,White,57,High school,Keeping house,$20000 - 24999,Pretty happy
2511,Female,White,44,High school,Working parttime,$25000 or more,Very happy
2512,Female,White,27,High school,Working fulltime,$25000 or more,Pretty happy
2513,Male,White,35,Junior college,Working fulltime,$25000 or more,Pretty happy
2514,Male,White,27,High school,Working fulltime,$25000 or more,Pretty happy
2515,Female,White,27,Lt high school,Keeping house,$25000 or more,Not too happy
2516,Male,White,48,High school,"Unempl, laid off",$25000 or more,Not too happy
2517,Male,White,30,High school,Working fulltime,$25000 or more,Pretty happy
2518,Female,White,34,Junior college,Working fulltime,$25000 or more,Not too happy
2519,Female,White,36,Junior college,Working fulltime,$25000 or more,Pretty happy
2520,Female,White,29,High school,Keeping house,$25000 or more,Pretty happy
2521,Female,White,25,High school,Working fulltime,$25000 or more,Very happy
2522,Male,White,67,Junior college,Retired,$25000 or more,Pretty happy
2523,Female,White,33,High school,School,$25000 or more,Very happy
2524,Female,White,50,High school,Keeping house,$25000 or more,Pretty happy
2525,Female,White,23,High school,Working fulltime,$25000 or more,Pretty happy
2526,Male,Black,35,High school,Working fulltime,$25000 or more,Pretty happy
2527,Male,White,28,High school,Working fulltime,$25000 or more,Pretty happy
2528,Female,White,62,Lt high school,Retired,$25000 or more,Pretty happy
2529,Female,White,25,High school,Keeping house,$20000 - 24999,Pretty happy
2530,Female,White,30,High school,Keeping house,$25000 or more,Pretty happy
2531,Male,White,54,Bachelor,Working fulltime,$25000 or more,Very happy
2532,Male,Other,77,Lt high school,Retired,$25000 or more,Very happy
2533,Female,White,47,High school,Working fulltime,$25000 or more,Very happy
2534,Female,White,54,Bachelor,Working fulltime,$25000 or more,Very happy
2535,Female,White,55,High school,Working fulltime,$25000 or more,Pretty happy
2536,Male,White,58,Lt high school,Working fulltime,$25000 or more,Pretty happy
2537,Female,White,66,High school,Working fulltime,Refused,Very happy
2538,Female,White,60,High school,Working fulltime,$25000 or more,Pretty happy
2539,Female,White,27,High school,Working fulltime,$25000 or more,Very happy
2540,Male,White,81,High school,Retired,$20000 - 24999,Pretty happy
2541,Male,White,33,High school,Temp not working,$25000 or more,Pretty happy
2542,Female,Other,34,Bachelor,Working fulltime,Don't know,Pretty happy
2543,Female,White,89 or older,Lt high school,Retired,$25000 or more,Very happy
2544,Male,White,58,Junior college,Working fulltime,$25000 or more,Pretty happy
2545,Male,White,22,High school,Working fulltime,Refused,Pretty happy
2546,Male,White,40,High school,Working fulltime,$25000 or more,Pretty happy
2547,Female,White,57,Junior college,Other,$25000 or more,Pretty happy
2548,Male,Other,29,High school,Working fulltime,$15000 - 19999,Very happy
2549,Female,White,86,Lt high school,Retired,$10000 - 14999,Pretty happy
2550,Male,White,50,High school,Retired,Lt $1000,Not too happy
2551,Male,White,58,High school,Working fulltime,Refused,Pretty happy
2552,Female,White,70,High school,Retired,$25000 or more,Pretty happy
2553,Female,White,53,Graduate,Working fulltime,$25000 or more,Very happy
2554,Female,White,No answer,Bachelor,Keeping house,$25000 or more,Pretty happy
2555,Male,White,47,Bachelor,Working fulltime,$25000 or more,Very happy
2556,Female,White,19,High school,Working parttime,$25000 or more,Pretty happy
2557,Male,White,55,Junior college,Working fulltime,$25000 or more,Very happy
2558,Male,Black,21,Junior college,School,$25000 or more,Very happy
2559,Male,Other,45,Lt high school,Working fulltime,$25000 or more,Pretty happy
2560,Female,White,51,High school,Working fulltime,$25000 or more,Pretty happy
2561,Male,White,57,Bachelor,Working fulltime,$25000 or more,Very happy
2562,Male,White,51,Junior college,Working fulltime,$25000 or more,Very happy
2563,Male,White,41,High school,Working fulltime,$25000 or more,Very happy
2564,Female,White,78,High school,Retired,Refused,Pretty happy
2565,Male,White,43,Junior college,Working fulltime,Refused,Very happy
2566,Female,White,38,High school,Working parttime,$25000 or more,Pretty happy
2567,Male,White,56,Bachelor,Working fulltime,$25000 or more,Pretty happy
2568,Female,White,25,Graduate,Working fulltime,$25000 or more,Very happy
2569,Male,Other,25,High school,Working fulltime,$25000 or more,Pretty happy
2570,Female,Black,46,Graduate,Working fulltime,$25000 or more,Pretty happy
2571,Male,White,56,Bachelor,Working fulltime,$25000 or more,Not too happy
2572,Female,White,33,High school,Working fulltime,$25000 or more,Pretty happy
2573,Female,White,36,High school,Keeping house,$20000 - 24999,Pretty happy
2574,Female,White,73,Lt high school,Retired,$25000 or more,Pretty happy
2575,Female,White,39,High school,Working parttime,$25000 or more,Pretty happy
2576,Male,White,54,High school,Working parttime,$15000 - 19999,Very happy
2577,Male,Black,69,High school,Retired,$25000 or more,Pretty happy
2578,Female,Other,43,Graduate,Working fulltime,$25000 or more,Pretty happy
2579,Female,White,38,High school,Working fulltime,$20000 - 24999,Pretty happy
2580,Male,White,89 or older,Lt high school,Retired,$15000 - 19999,Very happy
2581,Female,Other,53,Lt high school,Keeping house,$25000 or more,Very happy
2582,Female,Black,62,High school,Working fulltime,$25000 or more,Very happy
2583,Female,White,35,Lt high school,Keeping house,$1000 to 2999,Pretty happy
2584,Male,Black,58,High school,Working fulltime,Don't know,Very happy
2585,Female,White,22,High school,"Unempl, laid off",$6000 to 6999,Not too happy
2586,Male,White,57,High school,"Unempl, laid off",$15000 - 19999,Not too happy
2587,Female,Black,28,High school,Keeping house,$20000 - 24999,Pretty happy
2588,Female,White,33,High school,Working fulltime,$25000 or more,Pretty happy
2589,Female,Black,37,High school,Working fulltime,$20000 - 24999,Pretty happy
2590,Female,Black,36,High school,Working fulltime,$10000 - 14999,Pretty happy
2591,Male,Black,35,High school,"Unempl, laid off",$25000 or more,Not too happy
2592,Male,White,41,High school,Working fulltime,$25000 or more,Pretty happy
2593,Male,White,57,High school,Working fulltime,$25000 or more,Very happy
2594,Female,Black,54,High school,Working fulltime,$25000 or more,Pretty happy
